"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Significant"
"ENSG00000124882"	173.665632614641	0.924700496689491	0.31444601810953	2.94072891190943	0.00327440960005164	0.0184770256002914	"FALSE"
"ENSG00000125538"	10066.3450461634	1.81568195842867	0.334613509563341	5.42620637402855	5.75643981732234e-08	1.34743332020286e-06	"TRUE"
"ENSG00000125746"	38.5108327664962	-0.864433211117856	0.3200171154693	-2.70120930829021	0.00690878446933577	0.0330784226107591	"FALSE"
"ENSG00000126368"	11.005431032009	1.2714033919729	0.391415019711107	3.24822331271623	0.00116128090487774	0.00797749491176885	"TRUE"
"ENSG00000127947"	1408.51512714032	-0.553597172657511	0.17382104244304	-3.18486855720545	0.00144819770584317	0.0095339682301342	"FALSE"
"ENSG00000128342"	427.52281959826	2.63049863858106	0.310454119715201	8.47306726351122	2.39014474554744e-17	3.02114295837197e-15	"TRUE"
"ENSG00000128872"	169.195280421038	-1.03093200254629	0.303109684203981	-3.40118464130798	0.000670944928196881	0.00517118530024913	"TRUE"
"ENSG00000134802"	78.7306939965219	0.749639281518168	0.265288025655277	2.82575619335443	0.0047169151070268	0.0241863886972711	"FALSE"
"ENSG00000135723"	272.602391147131	-1.31932242472961	0.274593433965657	-4.80463937420518	1.5503067733635e-06	2.44948470191433e-05	"TRUE"
"ENSG00000136059"	41.7031412103091	-1.37263412429876	0.361816147829902	-3.79373373060195	0.000148398809258762	0.00139982160375429	"TRUE"
"ENSG00000136689"	2127.34821643804	1.13541286820156	0.332340204600445	3.41641743154913	0.000634509022704738	0.00501262127936743	"TRUE"
"ENSG00000139132"	1799.55483830669	-0.465808008473758	0.16744560049563	-2.78184680334981	0.00540505474619654	0.0266874578093454	"FALSE"
"ENSG00000140519"	11.7770152701968	2.67081166156944	0.436400597464195	6.12009167056324	9.35215393639648e-10	3.94037419186839e-08	"TRUE"
"ENSG00000140859"	44.6465910934862	-0.980393178320155	0.326480591787814	-3.00291411796181	0.00267407882003112	0.0159435642854686	"FALSE"
"ENSG00000143702"	593.619697287024	-0.829562185615662	0.213710297266481	-3.88171368542554	0.000103722954033983	0.00104052233253138	"FALSE"
"ENSG00000144401"	90.1296776162883	-0.628584691159974	0.23517749638179	-2.67280968983325	0.00752189094903247	0.0357431209006656	"FALSE"
"ENSG00000145901"	2198.89469950969	-0.584974241742841	0.203078115469741	-2.88053806482168	0.00396997011071893	0.0212628907624946	"FALSE"
"ENSG00000145911"	12.1960498932846	-0.952525052181191	0.303797884287516	-3.13539067072539	0.00171625386861103	0.0111166537416817	"FALSE"
"ENSG00000146376"	61.591558670594	-1.45137542960695	0.329919210003407	-4.39918436271704	1.08658489279933e-05	0.000132061856201764	"TRUE"
"ENSG00000146535"	24.3647710808278	-0.846468630180594	0.294880052909205	-2.87055235452371	0.00409755336170163	0.0217617960050036	"FALSE"
"ENSG00000148344"	24.6079629593411	-0.837019651217229	0.327880164750274	-2.55282185750619	0.0106854132640797	0.0460723876575615	"FALSE"
"ENSG00000151247"	128.615481233493	1.06673557581917	0.209616713086714	5.08898150395994	3.59991719065365e-07	6.69161077792091e-06	"TRUE"
"ENSG00000154978"	463.733122896986	-0.810537010905933	0.211872271697218	-3.82559267625285	0.000130457843542415	0.00126845164798164	"FALSE"
"ENSG00000155097"	321.294704264452	-0.76712966770851	0.214961286551891	-3.56868755306471	0.000358773977454816	0.00298348886515058	"FALSE"
"ENSG00000157557"	2579.3461368957	0.905946026262287	0.16445529159837	5.50876786911043	3.61354043187697e-08	9.13503021178497e-07	"FALSE"
"ENSG00000157593"	192.12966973395	0.856936964419885	0.220351339379409	3.88895736614689	0.000100675799748951	0.00102624363615059	"FALSE"
"ENSG00000157764"	943.717988471405	-0.6161814085653	0.193254996539134	-3.18843714056585	0.00143044107005001	0.00951619743443798	"FALSE"
"ENSG00000159459"	521.731911494384	-0.519253735207919	0.170392212897505	-3.04740296741296	0.002308280370116	0.0144405038039801	"FALSE"
"ENSG00000160271"	1220.78876974417	1.20522684138389	0.244739194044128	4.92453546760711	8.45609911773026e-07	1.40638280063303e-05	"TRUE"
"ENSG00000162711"	1000.76474239104	1.22718304009204	0.242013833468209	5.07071444018608	3.96325066673807e-07	7.15649834679561e-06	"TRUE"
"ENSG00000163297"	1999.3582509506	-0.556687626686366	0.182849591558895	-3.04451118506907	0.00233058763924995	0.0144405038039801	"FALSE"
"ENSG00000163734"	56.0104936594231	2.56290110408016	0.408313032557502	6.27680455856926	3.45602057627069e-10	1.68015769554083e-08	"TRUE"
"ENSG00000163739"	1596.39119240834	1.04507339977921	0.204378543033678	5.11342034377358	3.16377202892032e-07	6.05910279478074e-06	"TRUE"
"ENSG00000163975"	179.882272282019	1.50155571649729	0.313484624197461	4.78988633123988	1.66875817449526e-06	2.57232967385611e-05	"TRUE"
"ENSG00000165102"	306.127604209474	-0.592304728093029	0.159609249387474	-3.71096744309051	0.000206468659877819	0.0018641170434683	"FALSE"
"ENSG00000165685"	12.9658368727163	1.08037982455796	0.371584665087226	2.90749303205059	0.00364338461082846	0.0199882333785191	"TRUE"
"ENSG00000165782"	283.790930995016	0.511947106479709	0.200035448195426	2.5592819227698	0.010488864151673	0.0457169803024643	"FALSE"
"ENSG00000166401"	108.375024636829	-0.635922159581151	0.215821380021069	-2.94652068075494	0.00321370928346042	0.0182978762806035	"FALSE"
"ENSG00000168734"	9.5002300387137	-0.969216532313654	0.382251763928136	-2.53554495695112	0.0112272516454294	0.0474707401979448	"FALSE"
"ENSG00000169607"	5.30584777002824	1.12972859376489	0.443723768867249	2.54601775480474	0.0108959646273826	0.0465287138142283	"TRUE"
"ENSG00000172548"	12.7027037974543	2.11271877046648	0.531227251251769	3.97705269352829	6.9774707632753e-05	0.000734960253731665	"TRUE"
"ENSG00000173083"	277.622061715148	-0.685236089936775	0.218638444038412	-3.13410614016438	0.00172378491564052	0.0111166537416817	"FALSE"
"ENSG00000173391"	1277.75839183301	2.06741811463488	0.359083823547791	5.75748050749974	8.5378624332195e-09	2.5694900275213e-07	"TRUE"
"ENSG00000176170"	87.6352694521008	0.992989492551917	0.375939939061176	2.64135142180339	0.00825760173402823	0.0375453546468046	"FALSE"
"ENSG00000176597"	2471.38467177072	0.456441679577707	0.180321332146741	2.53126834270648	0.0113650863343586	0.0475677785649977	"FALSE"
"ENSG00000177426"	218.089634682472	0.659145900383012	0.233461724748524	2.82335745224627	0.00475235538744505	0.0241863886972711	"FALSE"
"ENSG00000177464"	35.4856991631949	1.21806663010439	0.329099057648832	3.70121579443761	0.000214568895947174	0.00188343808664742	"TRUE"
"ENSG00000178209"	1749.85056971707	-0.653762647775736	0.259115543474319	-2.52305453779361	0.011634035627511	0.0483730955038616	"FALSE"
"ENSG00000178607"	1657.08591683613	-0.453652107679371	0.160664618628361	-2.82359682892429	0.00474880791468216	0.0241863886972711	"FALSE"
"ENSG00000178974"	427.759258121411	-0.780952884949877	0.167531092839932	-4.66153996676927	3.13852103400906e-06	4.13238602811193e-05	"FALSE"
"ENSG00000179630"	17.79251815587	-0.858788157730077	0.322681015038849	-2.66141519861862	0.00778129389150352	0.0364279832550387	"FALSE"
"ENSG00000181045"	60.8146815999745	0.928089130916156	0.350065663084977	2.65118584535629	0.00802096927919333	0.0367337143800738	"FALSE"
"ENSG00000181634"	26.3370803362207	1.97354052543751	0.420008173948728	4.6988145656385	2.61675907257582e-06	3.6750927419287e-05	"TRUE"
"ENSG00000182183"	11.9640703463926	-1.40875551176173	0.424135772957919	-3.32147298478758	0.000895436504347951	0.00659552062637901	"TRUE"
"ENSG00000182224"	88.3827543308392	1.54830506853244	0.321684702074717	4.81311376806727	1.48596638218506e-06	2.40802757318194e-05	"TRUE"
"ENSG00000186088"	194.640352812914	-0.723735929457365	0.195502926784573	-3.70191864316619	0.000213975236437514	0.00188343808664742	"FALSE"
"ENSG00000187642"	13.9113835687189	1.67857601770068	0.458188481493956	3.66350549063906	0.000248786880815708	0.00212477444156118	"TRUE"
"ENSG00000187775"	195.590427424871	1.45672437561769	0.28433381630301	5.12328921884297	3.00251257405643e-07	5.92996233376145e-06	"TRUE"
"ENSG00000188211"	63.010161301275	1.6358524002408	0.369283660245026	4.42979903079217	9.43209439553434e-06	0.000116883993293681	"TRUE"
"ENSG00000188886"	254.181864841946	0.92380835481769	0.29907648005148	3.08886995947885	0.00200919362404652	0.0128263673777515	"FALSE"
"ENSG00000196917"	8.57941903132887	4.12921401872103	0.721178180807591	5.72565023264716	1.03038315846422e-08	2.96000980067903e-07	"TRUE"
"ENSG00000197279"	54.2777281630547	1.3957239014305	0.281253437623191	4.96251321663994	6.95868296744214e-07	1.18861827984417e-05	"TRUE"
"ENSG00000198369"	34.2188030741729	-0.715752458168359	0.223049357878288	-3.20894202510516	0.00133224352178544	0.00895721176349358	"FALSE"
"ENSG00000198839"	111.304203776531	-0.805137709375767	0.216290309340788	-3.72248628165393	0.000197270630036179	0.00180688461134587	"FALSE"
"ENSG00000205423"	138.488103797517	-1.06456469596255	0.321914196725087	-3.30698275128164	0.000943066987639118	0.00677293563849912	"TRUE"
"ENSG00000211990"	2.89846376749631	-1.49384150755896	0.575245408356457	-2.59687689090304	0.00940756349531714	0.0415774834198632	"TRUE"
"ENSG00000218565"	44.5563492754808	1.32605083739174	0.389175191366404	3.40733650759171	0.000656001956164448	0.00511843501599915	"TRUE"
"ENSG00000220987"	12.1545089786421	1.34334609930253	0.452951546249727	2.96576115133052	0.003019348792486	0.0178339106247771	"TRUE"
"ENSG00000224950"	79.2549022361875	-1.02120289362344	0.383407887527244	-2.66348952863123	0.0077334818778439	0.0364279832550387	"TRUE"
"ENSG00000226312"	20.8367691071832	3.00192140049495	0.537356847216727	5.58645789300645	2.3174770500283e-08	6.10268956507452e-07	"TRUE"
"ENSG00000228013"	14.5391813144281	2.91244546997604	0.406780258977843	7.15975125561509	8.08235808561229e-13	5.10805031010697e-11	"TRUE"
"ENSG00000228274"	6.03550284327025	2.01922957470692	0.706183813698657	2.85935408818159	0.00424504656315789	0.0221724746108743	"TRUE"
"ENSG00000228830"	5.14627188179453	1.76798810924928	0.601985421078023	2.93692844933554	0.00331480574282386	0.018539444508537	"TRUE"
"ENSG00000230647"	3.53045819465253	1.95886592520187	0.674466045033819	2.90432103976954	0.00368050547049759	0.0199882333785191	"TRUE"
"ENSG00000231233"	148.610448602696	0.617335999989064	0.232364264764331	2.65675963821365	0.00788956720930402	0.0366632829138246	"FALSE"
"ENSG00000233621"	18.5745280242276	-1.2748271318756	0.283880522315046	-4.49071715621551	7.09837622806227e-06	8.9723475522707e-05	"TRUE"
"ENSG00000233896"	29.5903906828607	1.47114269081297	0.313440145700883	4.69353626518822	2.68522361902122e-06	3.68926375482915e-05	"TRUE"
"ENSG00000236530"	24.0373827411206	2.03565920519265	0.395979415122807	5.14082077867941	2.73540881770476e-07	5.57670442835292e-06	"TRUE"
"ENSG00000237499"	59.7679339241529	0.745707980307885	0.267048694127047	2.79240451912908	0.00523179054920403	0.0260353671424957	"FALSE"
"ENSG00000237513"	238.114783675031	1.33732875878324	0.215976977627635	6.19199682055431	5.9406750724615e-10	2.68179046128262e-08	"TRUE"
"ENSG00000239948"	1084.52075269909	2.16518245643966	0.356421935376375	6.07477329966593	1.24163002954765e-09	4.90443861671322e-08	"TRUE"
"ENSG00000250274"	359.426298008727	1.38120245391159	0.234136059439839	5.89914452825447	3.65391071704305e-09	1.28292865176178e-07	"TRUE"
"ENSG00000253669"	19.0718074461791	1.62861972278121	0.353180777752757	4.6112920786457	4.00173794765926e-06	5.16142527126663e-05	"TRUE"
"ENSG00000254281"	596.976740858633	1.53926861329896	0.404939851982472	3.80122777682446	0.000143980866439912	0.00137872587257612	"TRUE"
"ENSG00000254477"	18.7423315007488	-0.793411325086431	0.257790779864045	-3.07773352291678	0.00208581341234997	0.0131823407660518	"FALSE"
"ENSG00000255163"	23.5779931350752	-2.10400563992375	0.60584359418562	-3.4728528288757	0.000514957649830151	0.00417247736785455	"TRUE"
"ENSG00000255355"	12.456318768625	1.41870920374166	0.377519128369646	3.75797965488133	0.000171290804629423	0.00159199689008523	"TRUE"
"ENSG00000255521"	15.3177550754026	1.92131928409836	0.401636508482096	4.78372668699765	1.72074626132272e-06	2.58931342179991e-05	"TRUE"
"ENSG00000258872"	47.704222905018	0.969172068017338	0.28682433953902	3.37897428640462	0.000727568129058708	0.00554003683813378	"FALSE"
"ENSG00000259398"	20.3874526887243	1.3281545567183	0.405238026708884	3.27746773298851	0.00104742701379565	0.00727443816174565	"TRUE"
"ENSG00000259758"	678.444804298572	-0.402562729845771	0.148388202587443	-2.71290252746707	0.00666967219154189	0.0321773498095762	"FALSE"
"ENSG00000259912"	14.9210533672303	1.11987406867102	0.400844469282092	2.79378700341482	0.00520947788118113	0.0260353671424957	"TRUE"
"ENSG00000259959"	21.2311448831792	-1.46557467759824	0.529579808773582	-2.76742929643082	0.00565002995437926	0.0274678379320592	"TRUE"
"ENSG00000259962"	15.6857097249216	-2.72075694647327	0.410360596324021	-6.63016130409598	3.35320235444024e-11	1.76601990667186e-09	"TRUE"
"ENSG00000260135"	9.79799873669293	2.0346693217586	0.478404754685847	4.25302905506176	2.10898200373583e-05	0.000246829004881674	"TRUE"
"ENSG00000260196"	8.03311005991803	1.69825329137464	0.516928023148724	3.28527999126494	0.0010188107383681	0.00723470097358024	"TRUE"
"ENSG00000265871"	59.6014282200965	-0.642318127910379	0.23111056233535	-2.77926772978186	0.00544816007759966	0.0266917610003332	"FALSE"
"ENSG00000268240"	720.21780046508	2.01433659655015	0.335839041228047	5.9979226631437	1.99857655472652e-09	7.43000225051269e-08	"TRUE"
"ENSG00000268635"	58.8860064204083	1.730227909167	0.412482391242234	4.19467096269549	2.73267977600767e-05	0.000308402431863722	"TRUE"
"ENSG00000271780"	33.2202846759146	1.37488086420273	0.415238709234	3.31106140547205	0.000929428110280383	0.00675170765169198	"TRUE"
"ENSG00000272379"	16.956029025504	0.930468978139501	0.357873015756661	2.59999758901124	0.009322441544415	0.0414914299723259	"FALSE"
"ENSG00000272768"	105.357630057167	1.98613244958613	0.367451479054898	5.4051556812196	6.4752126602623e-08	1.46154800045921e-06	"TRUE"
"ENSG00000273142"	14.0163674052573	1.19758238819853	0.472547065234658	2.53431346061547	0.0112667896039426	0.0474707401979448	"TRUE"
"ENSG00000273341"	4.96413583643012	1.31590432139005	0.504114093286999	2.61033035757818	0.00904548232718516	0.0405778104168867	"TRUE"
"ENSG00000273691"	118.316529206228	-0.678583351374573	0.224779275645363	-3.01888752611332	0.00253704700310187	0.0152706067234322	"FALSE"
"ENSG00000274286"	61.6376888026068	1.58282113512156	0.482569604931362	3.27998514400154	0.00103812552968437	0.00727443816174565	"TRUE"
"ENSG00000274528"	6.17974980850503	2.62070451690535	0.55032354216412	4.76211594837385	1.91573550491216e-06	2.81568567233602e-05	"TRUE"
"ENSG00000274767"	50.8246358287572	-0.721364705691902	0.28726656100092	-2.51113357286855	0.012034415143355	0.0497107867359501	"FALSE"
"ENSG00000275023"	491.428151279763	-0.544877362741399	0.152972929635735	-3.56192016482184	0.000368152344881081	0.00302171794759537	"FALSE"
"ENSG00000275302"	654.980207156495	2.06378082712909	0.383198319877405	5.38567295334005	7.21740945199395e-08	1.57289750815868e-06	"TRUE"
"ENSG00000276070"	656.729447397773	2.6663130843918	0.360956588348305	7.38679711206417	1.50407833486208e-13	1.05619723070315e-11	"TRUE"
"ENSG00000276085"	656.01883734139	3.94010602998581	0.412667050473264	9.54790557052502	1.32344696604377e-21	8.36418482539665e-19	"TRUE"
"ENSG00000276248"	42.5747064834217	-1.74580833167147	0.311197549956799	-5.60996811161857	2.02363899900928e-08	5.56060803206028e-07	"TRUE"
"ENSG00000277632"	286.674522227108	3.05092419118912	0.400703968363444	7.61391059751594	2.65924773262125e-14	2.80107427836104e-12	"TRUE"
"ENSG00000277895"	8.15745779134648	1.5914808153726	0.462321638539937	3.44236713730006	0.000576647051344962	0.0046131764107597	"TRUE"
"ENSG00000277969"	43.5976721530683	0.773761050632918	0.262319152013481	2.94969332087942	0.0031808950031466	0.0182978762806035	"FALSE"
"ENSG00000279699"	44.2532277503295	2.63600948186716	0.283874757653266	9.28581851961231	1.60468977811398e-20	5.07081969884018e-18	"TRUE"
"ENSG00000280046"	91.0232804837826	1.17551400260238	0.398630807984281	2.94887896032544	0.0031892885879437	0.0182978762806035	"TRUE"
"ENSG00000280228"	45.1274238451732	2.56129989551547	0.386223161004521	6.6316579483577	3.3193708352595e-11	1.76601990667186e-09	"TRUE"
